"","V1","Link","Title","Authors","Contributors","ISBN.UID","Format","Read.Status","Date.Added","Last.Date.Read","Dates.Read","Read.Count","Moods","Pace","Character..or.Plot.Driven.","Strong.Character.Development.","Loveable.Characters.","Diverse.Characters.","Flawed.Characters.","Star.Rating","Review","Content.Warnings","Content.Warning.Description","Tags","Owned.","Description","FRE","adventurous","challenging","dark","emotional","funny","hopeful","informative","inspiring","lighthearted","mysterious","reflective","relaxing","sad","tense","recc","recc_yes_prob"
"17",58,"https://app.thestorygraph.com/books/474a66b2-b98b-4c5b-a5f7-cb5594574515","Sorcery of Thorns","Margaret Rogerson","","9.78E+12","paperback","to-read","1/24/2024",NA,NA,0,"adventurous, mysterious","medium","A mix","Yes","Yes","No","No",NA,NA,NA,NA,NA,"No","From the New York Times bestselling author of An Enchantment of Ravens comes an \""""enthralling adventure\"""" (Kirkus Reviews, starred review) about an apprentice at a magical library who must battle a powerful sorcerer to save her kingdom.All sorcerers are evil. Elisabeth has known that as long as she has known anything. Raised as a foundling in one of Austermeer\'s Great Libraries, Elisabeth has grown up among the tools of sorcery--magical grimoires that whisper on shelves and rattle beneath iron chains. If provoked, they transform into grotesque monsters of ink and leather.&nbsp;Then an act of sabotage releases the library\'s most dangerous grimoire, and Elisabeth is implicated in the crime. With no one to turn to but her sworn enemy, the sorcerer Nathaniel Thorn, and his mysterious demonic servant, she finds herself entangled in a centuries-old conspiracy. Not only could the Great Libraries go up in flames, but the world along with them.&nbsp;As her alliance with Nathaniel grows stronger, Elisabeth starts to question everything she\'s been taught--about sorcerers, about the libraries she loves, even about herself. For Elisabeth has a power she has never guessed, and a future she could never have imagined.",52.23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Yes",0.875614835926481
"44",195,"https://app.thestorygraph.com/books/5707b636-e44f-4d09-adb8-8aaa2a0afcac","When Shadows Grow Tall","Maressa Voss","","9.78E+12","paperback","to-read","1/25/2024",NA,NA,0,"adventurous, mysterious","medium","A mix","Yes","Yes","No","No",NA,NA,NA,NA,NA,"No","In the Grasp, a realm on the threshold of enlightenment, the dactyli guard the fading embers of their ancient brotherhood, dedicated to the pursuit of absolute truth. Lovelace and Gunnar, two of the order\'s last rangers, find themselves on the precipice of a changing world. When the order faces a fatal threat from within, Lovelace and Gunnar embark on a dangerous ranging where they discover more than the welfare of the order is at stake: a rogue dactyli named Alev amasses an army of those he calls the Burned Ones, mercenaries wielding elemental forces. Lovelace and Gunnar are forced to grapple with the unimaginable implications.&nbsp;Meanwhile, the Grasp languishes under the oppressive rule of Osbert, who exploits the recent advent of the printing press to smoor the fires of budding enlightenment. A young woman named Kylene undertakes a journey to find her missing father, a prominent printer wanted for sedition. Her path leads her to the kapnobatai, a mysterious group of outcasts with whom Kylene takes up refuge and the mantle of her father’s fight for freedom.&nbsp;In the mountains of Droch Fhortan, Lovelace and Gunnar encounter a feral young woman, Cora. Her mere existence uproots an age-old belief and puts to ground a new truth: magic can be awakened, magic can be taught. As their paths intertwine, a shared purpose emerges—to expose Osbert\'s tyranny, thwart Alev\'s dangerous plot, and rekindle the flame of enlightenment. So begins the battle for the minds of the Graspish people, and a quest for the heart of magic itself.&nbsp;",51.41,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Yes",0.875180839047486
"87",458,"https://app.thestorygraph.com/books/ba9a3fd4-d7d7-4a08-ae69-abe761bb026c","The Spirit Bares Its Teeth","Andrew Joseph White","","9.78E+12","hardcover","to-read","5/10/2023",NA,NA,0,"dark, emotional, tense","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","New York Times bestselling author Andrew Joseph White’s explosive gothic horror, set in an alternate Victorian England where mediums control the dead.Mors vincit omnia. Death conquers all.London, 1883. The Veil between the living and dead has thinned. Violet-eyed mediums commune with spirits under the watchful eye of the Royal Speaker Society, and sixteen-year-old Silas Bell would rather rip out his violet eyes than become an obedient Speaker wife. According to Mother, he’ll be married by the end of the year. It doesn’t matter that he’s needed a decade of tutors to hide his autism; that he practices surgery on slaughtered pigs; that he is a boy, not the girl the world insists on seeing.After a failed attempt to escape an arranged marriage, Silas is diagnosed with Veil sickness—a mysterious disease sending violet-eyed women into madness—and shipped away to Braxton’s Sanitorium and Finishing School. The facility is cold, the instructors merciless, and the students either bloom into eligible wives or disappear. So when the ghosts of missing students start begging Silas for help, he decides to reach into Braxton’s innards and expose its rotten guts to the world—as long as the school doesn’t break him first.",55.17,0,0,1,1,0,0,0,0,0,0,0,0,0,1,"Yes",0.875119382646281
"99",526,"https://app.thestorygraph.com/books/5f77f565-5cac-4250-ae26-8640c3f721c6","The Borrow a Boyfriend Club","Page Powars","","9.78E+12","digital","to-read","8/29/2023",NA,NA,0,"funny, hopeful, lighthearted","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","A coming-of-age rom-com from debut author Page Powars that follows a trans teen who joins a boyfriend borrowing service masquerading as an Italian Club to prove he’s one of the guys—especially to its frustratingly handsome leader.Noah Byrd is the perfect boy. At least, that’s what he needs to convince his new classmates of to prove his gender. His plan? Join the school’s illustrious (and secret) Borrow a Boyfriend Club, whose members rent themselves out for dates. Once he’s accepted among the bros, the “slip-ups” end.But Noah’s interview is a flop. Desperate, he strikes a deal with the club’s prickly but attractive president, Asher. Noah will help them win an annual talent show—and in return, he’ll get a second shot to demonstrate his boyfriend skills in a series of tests that include romancing Asher himself.If Noah can’t bring home the win, his best chance to prove that he’s man enough is gone. Yet even if he succeeds, he still loses . . . because the most important rule of the Borrow a Boyfriend Club is simple: no real boyfriends (or girlfriends) allowed. And as long as the club remains standing, Noah and Asher can never explore their growing feelings for one another.",63.22,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"Yes",0.872727334199299
"101",535,"https://app.thestorygraph.com/books/dd189751-6f75-44ac-b641-a5aed4230fd2","The Light of Eternal Spring","Angel Di Zhang","","9.78E+12","paperback","to-read","12/22/2023",NA,NA,0,"emotional, hopeful, reflective","medium","Character","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","Angel Di Zhang\'s intensely cinematic debut novel travels from the streets of New York City to northeast China, on the trail of a young photographer who needs to reconcile with her dead mother before she is able see the world again.Amy Hilton, born Wu Aimee in the tiny Chinese village of Eternal Spring, has been living and working as a photographer in New York City for so long she’s started to dream in English. When in the fall of 1999 she receives a letter from her sister, written in her birth tongue of Manchu, she needs to take it to a Chinatown produce vendor to get it translated. And so it is this stranger who tells Amy that her mother has died of a broken heart.Amy blames herself. How could she not? Her mother has never recovered from her oldest daughter leaving her, first for school, then to pursue her art, and finally to marry a white man. Vowing to be there for her mother in death as she hasn\'t been in life, she books a flight to China. Haunted by the folk stories her mother told her about a shaman\'s journey to the underworld to retrieve her child, Amy undertakes a quest that strips away all the elements of her new identity, leaving her ready to make amends. But when she finally reunites with her family, things are far different than she remembers, and her loved ones are less than thrilled to welcome their prodigal daughter home. Interwoven with indelible scenes from Amy\'s childhood, The Light of Eternal Spring is a tenderly told story about leaving home and returning again, and about forgetting where you come from until you can\'t forget any longer. Blending playful magical realism with the family balancing acts all immigrants and artists know so well, Angel Di Zhang creates a nuanced portrait of family lost and family found, of the transformative power of art, and of the need to transform yourself in order to make art that\'s true.“A luminous treasure of a novel you can’t help but fall into. Di Zhang’s compulsively readable story is at once an exploration of the urgency of artistry and a love letter to immigrant families that will leave you with an enduring sense of hope. I read this book in one sitting, ugly cried and called my mom.” —Vaishnavi Patel, author of Kaikeyi“This book is magical. Lyrical and surprising, it swept me up and left me gasping in the best of ways. It’s an original and beautiful take on the power of home and family and the pull of the past. Di Zhang has created a modern world flush with enchantment, but the connection between mothers and daughters may be the strongest magic of all.&nbsp; I was completely enthralled.” — Gin Phillips, author of Fierce Kingdom“The Light of Eternal Spring is a gorgeously lyrical book about the inherent magic in art and family. Each sentence reads as its own poem, its own snapshot of a distinct and enlightening emotional truth. This book is a beautiful tribute to the love between a mother and daughter, and the power in coming home.” —Lynn Steger Strong, author of Flight and Want&nbsp;",56.83,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"Yes",0.870253266878534
"34",162,"https://app.thestorygraph.com/books/4a4ef84d-67c6-450e-9aa2-3c374005b745","The Pairing","Casey McQuiston","","9.78E+12","paperback","to-read","2/3/2024",NA,NA,0,"emotional, funny, hopeful","medium","Character","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","&nbsp;In #1 New York Times bestselling author Casey McQuiston’s latest romantic comedy, two bisexual exes accidentally book the same European food and wine tour and challenge each other to an international hookup competition to prove they’re over each other. And they are over each other, right? &nbsp;Theo is the assistant sommelier at the only Michelin-starred restaurant in Palm Springs. Kit is a chef pâtissier at a luxury hotel in Paris. But before that, they were lifelong best friends turned lovers who planned to spend the rest of their lives together, pursuing their shared love of food and drink. They booked the European food and wine tour of their dreams, boarded their transatlantic flight, and broke up before they even reached their first destination.That was four years ago, and they haven’t spoken since—until they both unknowingly book a solo do-over ticket on the same tour and find themselves trapped on a bus with each other for three weeks through the most beautiful sights and flavors of France, Spain, and Italy.They can handle it, though. Four years is a long time. They can peacefully coexist. In fact, you know what would alleviate some of the tension? A friendly competition to see who can bed the highest number of sexy locals along the way. Surely this won’t complicate anything or stir up any lingering feelings between Theo and Kit. Everything is delicious, and everything is fine.&nbsp;",66.88,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Yes",0.867062317980871
"106",544,"https://app.thestorygraph.com/books/e1e9f1e0-7bc4-4b9b-bd59-eee45891bc64","The Boy You Always Wanted","Michelle Quach","","9.78E+12","hardcover","to-read","12/22/2023",NA,NA,0,"emotional, funny, hopeful","medium","Character","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","Francine always has a plan. Ollie wants no part of it.Francine loves her grandfather, but their time together is running out. He has one final wish: to see a male heir carry on the family traditions. Francine knows his ideas are outdated, but she would do anything for him. Her solution? Ask Ollie Tran, a family friend (and former crush, not that it matters), to pretend to be ceremonially adopted and act like the grandson A Gūng never had.Ollie generally avoids the odd, too blunt (and fine, sort of cute) Francine, whose intensity makes him uncomfortable. So when she asks him to help deceive her dying grandpa, Ollie’s not down. He doesn’t get why anyone would go to such lengths, even for family. Especially with a backwards (and sexist, Ollie keeps stressing) scheme like this.Francine, however, is determined to make it happen, and soon Ollie finds himself more invested in her plan—and in her—than he ever thought possible. But as the tangled lies and feelings pile up, Francine must discover what exactly she needs for herself—and from Ollie. Because sometimes the boy you always wanted isn’t what you expected",60.75,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Yes",0.863596256179879
"50",239,"https://app.thestorygraph.com/books/6ac628bb-6d5f-4ef2-a77a-92ab6798b622","The Storied Life of A. J. Fikry","Gabrielle Zevin","","9.78E+12","paperback","to-read","2/3/2024",NA,NA,0,"emotional, hopeful, reflective","medium","Character","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"Yes","Don\'t miss Gabrielle Zevin\'s new novel, Young Jane Young, coming in August 2017. \""""Funny, tender, and moving, The Storied Life of A. J. Fikry reminds us all exactly why we read and why we love.\""""* A. J. Fikry\'s life is not at all what he expected it to be. He lives alone, his bookstore is experiencing the worst sales in its history, and now his prized possession, a rare collection of Poe poems, has been stolen. But when a mysterious package appears at the bookstore, its unexpected arrival gives Fikry the chance to make his life over--and see everything anew.  \""""This novel has humor, romance, a touch of suspense, but most of all love--love of books and bookish people and, really, all of humanity in its imperfect glory.\"""" --Eowyn Ivey, author of The Snow Child \""""Marvelously optimistic about the future of books and bookstores and the people who love both.\"""" --The Washington Post \""""You won\'t want it to end.\"""" --Family Circle \""""A natural for book groups.\"""" --Richmond Times-Dispatch \""""A reader\'s paradise of the first order.\"""" --The Buffalo News \""""A fun, page-turning delight.\"""" --Minneapolis Star Tribune \""""Captures the joy of connecting people and books . . . Irresistible.\"""" --Booklist \""""A wonderful, moving, endearing story of redemption and transformation that will sing in your heart for a very, very long time.\"""" --Garth Stein, author of The Art of Racing in the Rain \""""Readers who delighted in The Guernsey Literary and Potato Peel Pie Society,  The Unlikely Pilgrimage of Harold Fry,  and Letters from Skye will be equally captivated by this novel.\"""" --*Library Journal,  starred review",35.99,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"Yes",0.858401858261983
"38",179,"https://app.thestorygraph.com/books/3cdde508-b86a-4887-b26a-db67fa814893","Tyler Johnson Was Here","Jay Coles","","","paperback","to-read","10/6/2018",NA,NA,0,"emotional, reflective","slow","A mix","Yes","Yes","Yes","No",NA,NA,NA,NA,NA,"No","A young man searches for answers after the death of his brother at the hands of police in this striking debut novel, for readers of The Hate U Give.&nbsp;When Marvin Johnson\'s twin, Tyler, goes to a party, Marvin decides to tag along to keep an eye on his brother. But what starts as harmless fun turns into a shooting, followed by a police raid.&nbsp;&nbsp;The next day, Tyler has gone missing, and it\'s up to Marvin to find him. But when Tyler is found dead, a video leaked online tells an even more chilling story: Tyler has been shot and killed by a police officer. Terrified as his mother unravels and mourning a brother who is now a hashtag, Marvin must learn what justice and freedom really mean.&nbsp;Tyler Johnson Was Here is a powerful and moving portrait of youth and family that speaks to the serious issues of today--from gun control to the Black Lives Matter movement.",48.81,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"Yes",0.858399436693575
"22",85,"https://app.thestorygraph.com/books/28a4d1b0-2a64-45a4-bf0d-b7b565272080","A Deadly Education","Naomi Novik","","9.78E+12","hardcover","to-read","6/22/2023",NA,NA,0,"adventurous, dark, mysterious","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","I decided that Orion Lake needed to die after the second time he saved my life.&nbsp;Everyone loves Orion Lake. Everyone else, that is. Far as I\'m concerned, he can keep his flashy combat magic to himself. I\'m not joining his pack of adoring fans.&nbsp;&nbsp;I don\'t need help surviving the Scholomance, even if they do. Forget the hordes of monsters and cursed artifacts, I\'m probably the most dangerous thing in the place. Just give me a chance and I\'ll level mountains and kill untold millions, make myself the dark queen of the world.&nbsp;&nbsp;At least, that\'s what the world expects. Most of the other students in here would be delighted if Orion killed me like one more evil thing that\'s crawled out of the drains. Sometimes I think they want me to turn into the evil witch they assume I am. The school certainly does.&nbsp;&nbsp;But the Scholomance isn\'t getting what it wants from me. And neither is Orion Lake. I may not be anyone\'s idea of the shining hero, but I\'m going to make it out of this place alive, and I\'m not going to slaughter thousands to do it, either.&nbsp;&nbsp;Although I\'m giving serious consideration to just one.&nbsp;",70.33,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"Yes",0.855809591057345
"36",170,"https://app.thestorygraph.com/books/4d83b1b9-140d-4a09-a73a-39b17b30f66e","It's Kind of a Funny Story","Ned Vizzini","","9.78E+12","paperback","to-read","1/21/2018",NA,NA,0,"emotional, funny, hopeful","medium","Character","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","Like many ambitious New York City teenagers, Craig Gilner sees entry into Manhattan\'s Executive Pre-Professional High School as the ticket to his future. Determined to succeed at life-which means getting into the right high school to get into the right college to get the right job-Craig studies night and day to ace the entrance exam, and does. That\'s when things start to get crazy.\""""Intimate, real, funny, ironic...This book offers hope in a package that readers will find enticing.\"""", Booklist\""""Insightful and utterly authentic...this is an important book.\"""", The New York Times Book ReviewAt his new school, Craig realizes that he isn\'t brilliant compared to the other kids; he\'s just average, and maybe not even that. He soon sees his once-perfect future crumbling away. The stress becomes unbearable and Craig stops eating and sleeping-until, one night, he nearly kills himself. Craig\'s suicidal episode gets him checked into a mental hospital, where his new neighbors include a transsexual sex addict, a girl who has scarred her own face with scissors, and the self-elected President Armelio. There, isolated from the crushing pressures of school and friends, Craig is finally able to confront the sources of his anxiety. Ned Vizzini, who himself spent time in a psychiatric hospital, has created a remarkably moving tale about the sometimes unexpected road to happiness. For a novel about depression, it\'s definitely a funny story. \""""Funny? Vizzini supplies personal insights and a clever, self-deprecating tone that make the book an entertaining read.\"""" - The Washington Post",46.51,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Yes",0.855250568882007
"92",488,"https://app.thestorygraph.com/books/c86c4a48-89aa-4805-a513-2fef489d8420","Iron Flame","Rebecca Yarros","","9.78E+12","hardcover","to-read","9/7/2023",NA,NA,0,"adventurous, emotional, tense","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","“The first year is when some of us lose our lives. The second year is when the rest of us lose our humanity.” —Xaden RiorsonEveryone expected Violet Sorrengail to die during her first year at Basgiath War College—Violet included. But Threshing was only the first impossible test meant to weed out the weak-willed, the unworthy, and the unlucky.Now the real training begins, and Violet’s already wondering how she’ll get through. It’s not just that it’s grueling and maliciously brutal, or even that it’s designed to stretch the riders’ capacity for pain beyond endurance. It’s the new vice commandant, who’s made it his personal mission to teach Violet exactly how powerless she is–unless she betrays the man she loves.Although Violet’s body might be weaker and frailer than everyone else’s, she still has her wits—and a will of iron. And leadership is forgetting the most important lesson Basgiath has taught her: Dragon riders make their own rules.But a determination to survive won’t be enough this year.Because Violet knows the real secret hidden for centuries at Basgiath War College—and nothing, not even dragon fire, may be enough to save them in the end.&nbsp;",47.76,1,0,0,1,0,0,0,0,0,0,0,0,0,1,"Yes",0.851755255012028
"61",294,"https://app.thestorygraph.com/books/7e020018-45d4-40a2-9787-c385f5d930a6","The Song of Achilles","Madeline Miller","","9.78E+12","paperback","to-read","8/22/2023",NA,NA,0,"adventurous, emotional, sad","medium","A mix","Yes","Yes","No","Yes",NA,NA,NA,NA,NA,"No","Madeline Miller\'s thrilling, profoundly moving, and utterly unique retelling of the legend of Achilles and the Trojan War. A tale of gods, kings, immortal fame, and the human heart, The Song of Achilles is a dazzling literary feat that brilliantly reimagines Homer\'s enduring masterwork, The Iliad. An action-packed adventure, an epic love story, a marvelously conceived and executed page-turner, Miller\'s monumental debut novel has already earned resounding acclaim from some of contemporary fiction\'s brightest lights--and fans of Mary Renault, Bernard Cornwell, Steven Pressfield, and Colleen McCullough\'s Masters of Rome series will delight in this unforgettable journey back to ancient Greece in the Age of Heroes.",35.95,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"Yes",0.849780787784143
"71",358,"https://app.thestorygraph.com/books/96e01aef-b5a2-4cad-b387-b01452759d5d","Deathless Divide","Justina Ireland","","9.78E+12","paperback","to-read","4/13/2023",NA,NA,0,"adventurous, dark, emotional","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","After the fall of Summerland, Jane McKeene hoped her life would get simpler: Get out of town, stay alive, and head west to California to find her mother. But nothing is easy when you’re a girl trained in putting down the restless dead, and a devastating loss on the road has Jane questioning everything she thought she knew about surviving. Caught between mysteries and lies, the undead, and her own inner demons, Jane soon finds herself on a dark path of blood and violence that threatens to consume her.But she won’t be in it alone.Katherine Deveraux never expected to be allied with Jane McKeene. But after the hell she has endured, she knows friends are hard to come by. Watching Jane’s back, however, is more than she bargained for, and when they both reach a breaking point, it’s up to Katherine to keep hope alive—even as she begins to fear that there is no happily-ever-after for girls like her.",64.58,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"Yes",0.846469514825207
"111",565,"https://app.thestorygraph.com/books/eb87c934-f430-47ca-897d-0c4d4a7478bc","Tornado Brain","Cat Patrick","","9.78E+12","digital","to-read","4/28/2020",NA,NA,0,"emotional, mysterious, reflective","fast","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","In this heartfelt and powerfully affecting coming of age story, a neurodiverse 7th grader is determined to find her missing best friend before it\'s too late.Things never seem to go as easily for thirteen-year-old Frankie as they do for her twin sister, Tess. Unlike Tess, Frankie is neurodiverse. In her case, that means she can\'t stand to be touched, loud noises bother her, she\'s easily distracted, she hates changes in her routine, and she has to go see a therapist while other kids get to hang out at the beach. It also means Frankie has trouble making friends. She did have one--Colette--but they\'re not friends anymore. It\'s complicated.Then, just weeks before the end of seventh grade, Colette unexpectedly shows up at Frankie\'s door. The next morning, Colette vanishes. Now, after losing Colette yet again, Frankie\'s convinced that her former best friend left clues behind that only she can decipher, so she persuades her reluctant sister to help her unravel the mystery of Colette\'s disappearance before it\'s too late.A powerful story of friendship, sisters, and forgiveness, Tornado Brain is an achingly honest portrait of a young girl trying to find space to be herself.",55.47,0,0,0,1,0,0,0,0,0,1,1,0,0,0,"Yes",0.845227515396553
"102",537,"https://app.thestorygraph.com/books/de57b0e2-f97f-4691-b045-a7c16d905af9","Ocean's Godori","Elaine U. Cho","","9.78E+12","hardcover","to-read","1/25/2024",NA,NA,0,"adventurous, tense","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","An ambitious, witty, and big-hearted science fiction debut about a disgraced space pilot struggling to find her place while fighting to protect the people she loves.Ocean Yoon has never felt very Korean, even if she is descended from a long line of haenyeo, Jeju Island\'s beloved female divers. She doesn\'t like soju, constantly misses cultural references, and despite her love of the game, people still say that she doesn\'t play Hwatu like a Korean. Ocean\'s also persona non grata at the Alliance, Korea\'s solar system-dominating space agency, since a mission went awry and she earned a reputation for being a little too quick with her gun. When her best friend, Teo, second son of the Anand Tech empire, is framed for murdering his family, Ocean and her misfit crewmates are pushed to the forefront of a high-stakes ideological conflict. But dodging bullets and winning space chases may be the easiest part of what comes next.Becky Chambers meets Firefly in this interplanetary adventure that delivers hyperkinetic action sequences and irresistible will-they-won\'t-they romance alongside its nuanced exploration of colonialism and capitalism, Ocean\'s Godori ultimately asks: What do we owe our past? How do we navigate our present while honoring the complicated facets of our identity? What can our future hold?&nbsp;",41.33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Yes",0.845056244428631
"29",133,"https://app.thestorygraph.com/books/3cebf3f1-64a6-4e8c-bbf2-23c9ea4f72a3","Starfish","Akemi Dawn Bowman","","9.78E+12","hardcover","to-read","3/18/2019",NA,NA,0,"emotional, hopeful","medium","Character","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","A William C. Morris Award Finalist A New York Public Library 2017 Best Book for Teens\""""Dazzling.\"""" --Bustle \""""One of the most compelling reads of the year.\"""" --Paste Magazine \""""This book is a gem.\"""" --BookRiotA gorgeous and emotionally resonant debut novel about a half-Japanese teen who grapples with social anxiety and her narcissist mother in the wake of a crushing rejection from art school.&nbsp;Kiko Himura has always had a hard time saying exactly what she\'s thinking. With a mother who makes her feel unremarkable and a half-Japanese heritage she doesn\'t quite understand, Kiko prefers to keep her head down, certain that once she makes it into her dream art school, Prism, her real life will begin.&nbsp;But then Kiko doesn\'t get into Prism, at the same time her abusive uncle moves back in with her family. So when she receives an invitation from her childhood friend to leave her small town and tour art schools on the west coast, Kiko jumps at the opportunity in spite of the anxieties and fears that attempt to hold her back. And now that she is finally free to be her own person outside the constricting walls of her home life, Kiko learns life-changing truths about herself, her past, and how to be brave.&nbsp;From debut author Akemi Dawn Bowman comes a luminous, heartbreaking story of identity, family, and the beauty that emerges when we embrace our true selves.",41.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Yes",0.84111141228087
"112",566,"https://app.thestorygraph.com/books/ecb1cd25-10ac-4e86-ae44-3b8eb3c22da2","Northranger","Rey Terciero","Bre Indigo (Illustrator)","9.78E+12","paperback","to-read","6/7/2023",NA,NA,0,"emotional, reflective","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","In this swoony and spooky teen summer romance graphic novel set on a Texas ranch, sixteen-year-old Cade Muñoz finds himself falling for the ranch owner\'s mysterious and handsome son, only to discover that he may be harboring a dangerous secret.Cade has always loved to escape into the world of a good horror movie. After all, horror movies are scary--but to Cade, a closeted queer Latino teen growing up in rural Texas--real life can be way scarier.When Cade is sent to spend the summer working as a ranch hand to help earn extra money for his family, he is horrified. Cade hates everything about the ranch, from the early mornings to the mountains of horse poop he has to clean up. The only silver lining is the company of the two teens who live there--in particular, the ruggedly handsome and enigmatic Henry.But as unexpected sparks begin to fly between Cade and Henry, things get...complicated. Henry is reluctant to share the details of his mother\'s death, and Cade begins to wonder what else he might be hiding. Inspired by the gothic romance of Jane Austen\'s Northanger Abbey and perfect for fans of Heartstopper and Bloom comes a modern love story so romantic it\'s scary.",45.73,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"Yes",0.839423114334609
"15",55,"https://app.thestorygraph.com/books/18bf6579-a03a-4445-acda-58eba1429fd6","Against the Loveless World","Susan Abulhawa","","9.78E+12","hardcover","to-read","1/31/2024",NA,NA,0,"challenging, emotional, reflective","slow","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","As Nahr sits, locked away in solitary confinement, she spends her days reflecting on the dramatic events that landed her in prison in a country she barely knows. Born in Kuwait in the 70s to Palestinian refugees, she dreamed of falling in love with the perfect man, raising children, and possibly opening her own beauty salon. Instead, the man she thinks she loves jilts her after a brief marriage, her family teeters on the brink of poverty, she\'s forced to prostitute herself, and the US invasion of Iraq makes her a refugee, as her parents had been. After trekking through another temporary home in Jordan, she lands in Palestine, where she finally makes a home, falls in love, and her destiny unfolds under Israeli occupation. Nahr\'s subversive humor and moral ambiguity will resonate with fans of My Sister, The Serial Killer, and her dark, contemporary struggle places her as the perfect sister to Carmen Maria Machado\'s Her Body and Other Parties.",55.71,0,1,0,1,0,0,0,0,0,0,1,0,0,0,"Yes",0.838424978985339
"75",378,"https://app.thestorygraph.com/books/9f458539-17ad-4105-97b3-f64888e0e1a3","Dragon Pearl","Yoon Ha Lee","","","digital","to-read","3/26/2019",NA,NA,0,"adventurous","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","THIRTEEN-YEAR-OLD MIN comes from a long line of fox spirits. But you\'d never know it by looking at her. To keep the family safe, Min’s mother insists that none of them use any fox-magic, such as Charm or shape-shifting. They must appear human at all times. Min feels hemmed in by the household rules and resents the endless chores, the cousins who crowd her, and the aunties who judge her. She would like nothing more than to escape Jinju, her neglected, dust-ridden, and impoverished planet. She’s counting the days until she can follow her older brother, Jun, into the Space Forces and see more of the Thousand Worlds.When word arrives that Jun is suspected of leaving his post to go in search of the Dragon Pearl, Min knows that something is wrong. Jun would never desert his battle cruiser, even for a mystical object rumored to have tremendous power. She decides to run away to find him and clear his name.Min’s quest will have her meeting gamblers, pirates, and vengeful ghosts. It will involve deception, lies, and sabotage. She will be forced to use more fox-magic than ever before, and to rely on all of her cleverness and bravery. The outcome may not be what she had hoped, but it has the potential to exceed her wildest dreams.",78.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes",0.833465515142293
"59",289,"https://app.thestorygraph.com/books/7cc60c85-9af2-4c49-b6bf-6f970de1d1bf","The Kinder Poison","Natalie Mae","","","","to-read","7/10/2020",NA,NA,0,"adventurous, tense","fast","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","Perfect for fans of Victoria Aveyard and Holly Black, this enthralling fantasy adventure follows a teenage girl chosen to be the human sacrifice in a deadly game between three heirs who will do anything for the crown.Zahru has long dreamed of leaving the kingdom of Orkena and having the kinds of adventures she’s only ever heard about in stories. But as a lowly Whisperer, her power to commune with animals means that her place is serving in the royal stables until the day her magic runs dry.All that changes when the ailing ruler invokes the Crossing: a death-defying race across the desert, in which the first of his heirs to finish—and take the life of a human sacrifice at the journey’s end—will ascend to the throne and be granted unparalleled abilities.With all of the kingdom abuzz, Zahru leaps at the chance to change her fate if just for a night by sneaking into the palace for a taste of the revelry. But the minor indiscretion turns into a deadly mistake when she gets caught up in a feud between the heirs and is forced to become the Crossing’s human sacrifice. Zahru is left with only one hope for survival: somehow figuring out how to overcome the most dangerous people in the world.",34.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Yes",0.8310940241502
